Filter information: 																		
											5	5	5	5	5	5		
Williams Trend Test																		
Data Source: MBHA_bmdexpress_input_log2_transformed																		
Work Source: null																		
BMDExpress3 Version: BMDExpress 3.20.0161 BETA																		
Timestamp (Start Time): 05/19/2026 09:09.12																		
Number of Permutations: 500																		
Unadjusted P-Value Cutoff: 0.05																		
Multiple Testing Correction: false																		
Filter Out Control Genes: true																		
NOTEL/LOTEL Test: T-Test																		
NOTEL/LOTEL p-Value Threshold: 0.05																		
NOTEL/LOTEL Fold Change Threshold: 2.0																		
Used Fold Filter with cuttoff: 1.5																		
Data marked as log transformation: true																		
Total Run Time: 19 seconds																		
																		
Chip: null																		
Provider: generic																		
																		
Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL/LOTEL T-Test p-Value Level 5	NOTEL	LOTEL
ENSGALG00010000045			0.003891051	0.013045573	1.6290647	1.6290647	-1.2563508	-1.0842725	-1.0711197	1.1112497	1.6290647	0.07988928	0.2578826	0.4923112	0.09716472	3.24E-05		
ENSGALG00010000047			0.003816794	0.013045573	-5.488042	5.488042	-2.305874	-2.449881	-2.846579	-5.488042	-3.0733073	2.18E-05	0.07098187	0.010773203	0.007088754	0.0974387	0	0.1
ENSGALG00010000048			0.003952569	0.013045573	1.5228057	1.5228057	1.2599471	1.0977598	1.3411499	1.3664826	1.5228057	0.16720143	0.17000861	0.0548949	0.14007242	0.003845874		
ENSGALG00010000049			0.004098361	0.013045573	-3.499282	3.499282	-1.2614936	-1.4732873	-1.7587564	-1.837095	-3.499282	0.447103	0.25919643	0.038856175	0.15790728	0.085890815		
ENSGALG00010000055			0.003717472	0.013045573	-1.9616218	1.9616218	-1.9616218	-1.8190533	-1.8817526	-1.557867	-1.1732688	2.87E-04	0.001759885	0.080378085	0.01857998	0.13347025		
ENSGALG00010000078			0.004132231	0.013045573	-2.960212	2.960212	2.062941	2.1681464	1.7997886	1.0325975	-2.960212	3.94E-08	3.03E-10	4.07E-04	0.8070425	0.034128513	0	0.1
ENSGALG00010000085			0.01119403	0.028457397	2.9031959	2.9031959	2.3015687	1.8345345	1.6786202	2.0053518	2.9031959	0.001568286	0.26892766	0.19112228	0.09032642	0.00419001	0	0.1
ENSGALG00010000108			0.003816794	0.013045573	2.3362937	2.3362937	-1.0576432	1.2565316	1.2619114	1.5637395	2.3362937	0.8354169	0.2279221	0.59733605	0.102712326	6.82E-04	100	300
ENSGALG00010000124			0.004098361	0.013045573	1.7931005	1.7931005	1.1018507	1.0557265	1.0303972	1.2945877	1.7931005	0.070483305	0.2541351	0.73969436	0.001155543	0.012970022		
ENSGALG00010000131			0.003968254	0.013045573	1.9356984	1.9356984	1.0405115	1.20338	1.1657475	1.6459236	1.9356984	0.7314545	0.0496358	0.35754213	2.01E-06	5.26E-04		
ENSGALG00010000137			0.004065041	0.013045573	-3.046783	3.046783	-1.7946705	-1.4925537	-1.3372747	-1.4892699	-3.046783	0.08423013	0.2826881	0.017093856	0.20297623	0.06522322		
ENSGALG00010000138			0.004545455	0.013214168	-2.0542698	2.0542698	1.4432347	1.3677329	1.4047822	1.1160045	-2.0542698	0.0018522	0.020141875	4.47E-07	0.07286192	0.05217664		
ENSGALG00010000143			0.003745318	0.013045573	-11.105518	11.105518	-4.91068	-5.216344	-3.7696114	-5.352636	-11.105518	8.80E-04	0.001870244	1.96E-05	0.005023384	0.014655084	0	0.1
ENSGALG00010000145			0.003787879	0.013045573	-4.483289	4.483289	-2.0719955	-1.9179355	-2.0110888	-2.1880958	-4.483289	0.060496785	0.002283188	0.07811087	0.02309456	0.052833434	10	100
ENSGALG00010000150			0.003984064	0.013045573	-1.7909037	1.7909037	-1.2601469	-1.420382	-1.3700095	-1.6645743	-1.7909037	0.08777127	0.006872736	0.026764281	0.039278187	0.039613176		
ENSGALG00010000154			0.00660066	0.019099614	1.8272321	1.8272321	1.8272321	1.4571539	1.4251122	1.2065765	1.3493971	2.71E-05	5.50E-04	0.048813492	0.25716335	0.03791412		
ENSGALG00010000160			0.019230769	0.044160223	1.9502032	1.9502032	1.5696849	-1.1667595	1.5430281	-1.2978104	1.9502032	0.009837879	0.6450835	0.09805915	0.58873564	2.94E-04		
ENSGALG00010000161			0.003731343	0.013045573	2.9194522	2.9194522	2.2870903	-1.0755935	1.9618412	1.4147677	2.9194522	0.0261918	0.8845552	0.052772094	0.508057	0.007710422	0	0.1
ENSGALG00010000173			0.003610108	0.013045573	2.1152437	2.1152437	1.91161	2.0982862	2.1152437	1.9891943	1.639345	7.78E-08	1.96E-08	9.19E-12	0.002368215	0.001648577	0.1	1
ENSGALG00010000200			0.00877193	0.022676697	-4.6580343	4.6580343	1.5870441	-1.0375971	-1.0056899	-1.9085487	-4.6580343	0.004957838	0.88736427	0.9660807	0.17367624	0.06256666		
ENSGALG00010000202			0.003773585	0.013045573	2.1295147	2.1295147	1.4105612	1.5413853	1.7054327	1.8750722	2.1295147	4.18E-04	0.029615322	1.03E-04	0.002436729	4.14E-14	100	300
ENSGALG00010000223			0.003816794	0.013045573	-10.814907	10.814907	-3.3904753	-3.840853	-3.5594988	-6.6410856	-10.814907	1.90E-05	2.46E-04	0.005625495	0.009632403	0.017396463	0	0.1
ENSGALG00010000225			0.003773585	0.013045573	-9.498628	9.498628	-3.4508655	-2.796507	-2.7472692	-8.174154	-9.498628	0.001508982	0.002204161	4.92E-11	2.25E-10	6.66E-06	0	0.1
ENSGALG00010000233			0.003745318	0.013045573	-5.219869	5.219869	-1.7047818	-1.825464	-2.461754	-2.301747	-5.219869	1.81E-04	0.123452865	2.64E-04	0.002750051	0.04489247	1	10
ENSGALG00010000241			0.003773585	0.013045573	-4.487884	4.487884	-4.422008	-2.5759916	-4.487884	-4.013935	-3.7415202	0.048782393	0.02812823	0.04378923	0.059030294	0.11369762	0	0.1
ENSGALG00010000242			0.004032258	0.013045573	3.4437063	3.4437063	1.5766531	1.1906104	-1.3584002	2.0212305	3.4437063	0.350006	0.6398459	0.42500505	0.13068238	0.04536806	100	300
ENSGALG00010000247			0.017391304	0.040456606	2.5379283	2.5379283	1.5413532	1.7936304	1.7938716	2.5379283	-1.3846159	0.019736467	6.09E-04	0.028792677	4.14E-08	0.5716901	10	100
ENSGALG00010000263			0.003861004	0.013045573	1.6671213	1.6671213	1.1128272	1.2941484	1.1657605	1.2227683	1.6671213	0.31079558	0.033519894	0.04879226	0.13332112	0.001288268		
ENSGALG00010000270			0.042307692	0.086034417	2.4710553	2.4710553	1.3984518	1.7475508	1.3080773	1.8696269	2.4710553	0.37127924	0.16535294	0.7382307	0.11516441	0.009510265	100	300
ENSGALG00010000278			0.046263345	0.092796223	2.7760386	2.7760386	2.1262934	2.7760386	2.0916107	1.7958026	2.0587227	0.05198799	0.00920885	0.08959235	0.12685758	0.059656456	0.1	1
ENSGALG00010000283			0.004115226	0.013045573	-9.082784	9.082784	-1.4552417	-3.0373993	-1.6080548	-3.4454334	-9.082784	1.36E-04	0.039116606	0.2008182	0.003259327	0.027956199	0.1	1
ENSGALG00010000285			0.045454545	0.091430739	1.5078025	1.5078025	1.410757	-1.0849409	1.1878613	-1.0849409	1.5078025	0.24327487	0.16589318	0.57021624	0.16589318	0.23393309		
ENSGALG00010000286			0.003921569	0.013045573	-1.5608244	1.5608244	1.4924854	1.5416665	1.4117281	1.0683286	-1.5608244	0.008341339	7.21E-04	4.80E-05	0.2669086	1.14E-04		
ENSGALG00010000289			0.004048583	0.013045573	-1.5998526	1.5998526	-1.0739318	1.2275097	1.3207197	1.016563	-1.5998526	0.36664766	0.004776128	0.06292456	0.7263504	0.004748428		
ENSGALG00010000326			0.040145985	0.082254474	1.5865202	1.5865202	1.4515251	1.2312158	1.4979784	1.5865202	1.5783052	0.14778665	0.075091995	0.14066224	0.011051874	0.14535819		
ENSGALG00010000332			0.008658009	0.022442378	3.4249609	3.4249609	1.1157353	1.013785	2.979588	1.1030849	3.4249609	0.82689744	0.97236836	4.43E-06	0.84062964	0.013292159	1	10
ENSGALG00010000349			0.0041841	0.013045573	-7.709327	7.709327	-1.5414352	-1.7152077	-1.7242122	-2.3551404	-7.709327	0.17990501	0.027869415	0.009456503	0.06439263	0.059664022		
ENSGALG00010000350			0.007434944	0.02117054	2.2131708	2.2131708	1.0194743	1.3640736	1.0161963	1.4899018	2.2131708	0.9228864	0.30623752	0.9219783	0.07554757	8.78E-04	100	300
ENSGALG00010000352			0.003921569	0.013045573	-2.2684028	2.2684028	-1.6005787	-2.2684028	-2.2684028	-2.2684028	-2.2684028	0.31139877	3.10E-04	3.10E-04	3.10E-04	3.10E-04	0.1	1
ENSGALG00010000361			0.003649635	0.013045573	-1.668381	1.668381	-1.668381	-1.3596284	-1.668381	-1.1137073	-1.668381	0.001905582	0.27795628	0.001905582	0.6798805	0.001905582		
ENSGALG00010000369			0.003690037	0.013045573	2.0240223	2.0240223	1.3582644	1.9165769	1.8128418	2.0240223	1.8323903	0.22977963	1.15E-04	0.031060876	5.50E-06	0.042587776	10	100
ENSGALG00010000383			0.012987013	0.03162683	1.9570134	1.9570134	-1.2100857	1.0027212	-1.2100857	1.0097113	1.9570134	0.040896907	0.99058473	0.040896907	0.96757096	0.26893163		
ENSGALG00010000391			0.003921569	0.013045573	-2.17025	2.17025	-2.17025	1.1648277	-1.5456858	-1.7910708	-2.17025	2.22E-06	0.5162492	0.32689685	0.06908403	2.22E-06	0	0.1
ENSGALG00010000413			0.028688525	0.061848905	-1.5025879	1.5025879	1.4285834	-1.0208461	-1.0701665	-1.5025879	-1.5025879	0.07692803	0.9303543	0.86339617	0.001354273	0.001354273		
ENSGALG00010000432			0.003745318	0.013045573	1.6058257	1.6058257	1.3302144	1.3076982	1.6058257	1.3676927	1.3437349	0.008569514	0.039070893	0.040922582	0.111248486	0.073812805		
ENSGALG00010000440			0.015873016	0.037563735	-2.3446653	2.3446653	-1.0922835	-1.5747422	1.3547901	-1.4031162	-2.3446653	0.6742381	0.1346527	0.23220655	0.35419148	1.10E-04	100	300
ENSGALG00010000443			0.003584229	0.013045573	-2.0596619	2.0596619	-1.5593563	-1.5388371	-1.4091833	-1.3217778	-2.0596619	0.002134338	1.83E-04	0.11042363	0.006460588	0.005373811	100	300
ENSGALG00010000444			0.004255319	0.013045573	1.6811031	1.6811031	-1.0896125	-1.0951904	-1.0484612	1.0214338	1.6811031	0.5415778	0.3042038	0.4049357	0.86112416	0.048039615		
ENSGALG00010000447			0.004444444	0.013054371	-5.1844144	5.1844144	1.4334544	1.1238016	-1.0522676	-1.6914421	-5.1844144	0.01725296	0.22029363	0.83701533	0.014191491	0.016460905	100	300
ENSGALG00010000449			0.004065041	0.013045573	2.3889754	2.3889754	2.354374	2.3889754	2.1242993	1.3541441	1.0506022	7.97E-05	4.55E-07	9.09E-14	0.016003901	0.14110976	0	0.1
ENSGALG00010000452			0.003846154	0.013045573	1.8651227	1.8651227	1.8651227	1.660796	1.6971796	1.2859414	1.2182266	5.23E-11	0.02402288	0.001586077	0.043603856	0.14627424		
ENSGALG00010000457			0.011811024	0.029382779	1.5747141	1.5747141	1.0016274	-1.0534362	1.0585549	1.2013806	1.5747141	0.98152184	0.7594776	0.62308794	0.13121538	0.046521295		
ENSGALG00010000465			0.007142857	0.020625174	1.5457846	1.5457846	1.315661	1.5457846	1.3788688	1.4424969	1.3341495	0.009703492	0.022033272	0.003706915	0.001554032	0.22822057		
ENSGALG00010000466			0.003891051	0.013045573	1.7611552	1.7611552	1.3639201	1.3565443	1.379239	1.5518451	1.7611552	0.061936434	0.0101231	0.017810462	0.003966468	0.02847798		
ENSGALG00010000467			0.003759398	0.013045573	1.6654712	1.6654712	1.2911505	1.3939348	1.4209577	1.6464617	1.6654712	0.019985057	0.005416628	2.25E-06	4.39E-04	0.005737111		
ENSGALG00010000468			0.004149378	0.013045573	-2.3238177	2.3238177	-1.1460054	-1.1155612	-1.0026046	-1.5367049	-2.3238177	0.23395614	0.3878804	0.97404325	0.07026065	0.037920557	100	300
ENSGALG00010000480			0.034042553	0.071590361	1.54398	1.54398	-1.0519046	1.1532061	-1.0519046	1.1519157	1.54398	0.33428195	0.54123205	0.33428195	0.5420451	0.21243283		
ENSGALG00010000529			0.003816794	0.013045573	2.1679423	2.1679423	-1.0301837	1.0778588	1.0275743	1.4707227	2.1679423	0.8682602	0.24673657	0.83891153	0.03298801	0.017749336	100	300
ENSGALG00010000553			0.003649635	0.013045573	4.4176197	4.4176197	2.9045603	2.644611	2.0538836	1.8176103	4.4176197	0.00200393	0.017272895	0.021872498	0.001144888	0.007475516	0	0.1
ENSGALG00010000555			0.003921569	0.013045573	1.6694973	1.6694973	1.080514	1.0586715	1.0565776	1.0965327	1.6694973	0.33138067	0.72168684	0.3513635	0.503139	0.012988485		
ENSGALG00010000567			0.022988506	0.051233197	2.1572638	2.1572638	2.1572638	1.3140193	1.8740737	1.4790397	1.9508051	0.08513285	0.05877874	0.075075336	0.21348414	2.16E-05		
ENSGALG00010000571			0.007352941	0.02107712	1.9054654	1.9054654	1.6138393	1.7239677	1.9054654	1.5687892	1.0111703	0.003368961	0.015899222	0.051172607	0.02720264	0.94686913		
ENSGALG00010000588			0.003861004	0.013045573	1.654005	1.654005	1.3663255	1.5930221	1.654005	1.4007915	1.0641508	4.29E-09	0.041444488	0.007554417	5.60E-05	0.6558891		
ENSGALG00010000599			0.003663004	0.013045573	2.4536703	2.4536703	2.4536703	1.9230447	1.6917404	2.2485328	1.4080193	5.42E-07	5.06E-04	0.098291114	0.027575016	0.003331885	0	0.1
ENSGALG00010000606			0.003846154	0.013045573	2.3214893	2.3214893	1.6413575	1.6272786	1.5501119	2.3214893	2.3133047	0.08693567	9.28E-05	0.038520142	1.23E-04	0.012114399	10	100
ENSGALG00010000610			0.004166667	0.013045573	1.8502419	1.8502419	-1.0993742	1.089834	1.1351221	1.1634326	1.8502419	0.4917364	0.066459574	0.003530774	0.42368275	0.012579646		
ENSGALG00010000616			0.003717472	0.013045573	1.7652484	1.7652484	1.3406608	1.3866953	1.0361469	1.369768	1.7652484	0.22150487	0.25047252	0.8309553	0.25185475	0.09048693		
ENSGALG00010000621			0.008032129	0.021625393	-1.9193021	1.9193021	1.2171805	1.0855092	-1.0604806	-1.7129138	-1.9193021	0.22549526	0.65098596	0.6879638	0.028705219	0.08386198		
ENSGALG00010000623			0.014705882	0.035450039	1.5310658	1.5310658	1.2032562	1.3061885	1.4803036	1.5310658	1.3744807	0.04116093	0.051084563	0.0181819	0.045187626	0.106694676		
ENSGALG00010000635			0.01171875	0.029243787	-2.8742445	2.8742445	-1.0148848	-2.5186965	-1.5329348	-1.6405398	-2.8742445	0.9651273	0.012632554	0.17248972	0.37065163	0.026395757	0.1	1
ENSGALG00010000639			0.016528926	0.038745007	-2.307721	2.307721	1.1772076	-1.3365319	-1.023659	-1.0646933	-2.307721	0.28144515	0.27854362	0.91362095	0.8259342	0.08999092		
ENSGALG00010000646			0.034615385	0.072581252	-2.076856	2.076856	-1.6829879	-2.076856	-1.0295933	1.4440259	-2.076856	0.10911734	4.93E-04	0.95490277	0.31029937	4.93E-04	0.1	1
ENSGALG00010000651			0.028688525	0.061848905	2.6254761	2.6254761	2.6254761	-1.1443112	1.9594313	1.1398269	-1.5925103	9.66E-04	0.73396105	0.120164044	0.3632114	0.004765108	0	0.1
ENSGALG00010000658			0.015151515	0.036365145	-2.2403455	2.2403455	-1.2991875	-1.8463696	-1.3649759	-1.3360735	-2.2403455	0.48470202	0.05544952	0.60097647	0.4204134	1.72E-04	100	300
ENSGALG00010000659			0.015625	0.037145499	1.9990638	1.9990638	-1.230897	-1.3059763	1.5842237	1.9990638	1.4533515	0.5613076	0.29870626	0.10112524	0.053702477	0.17048988		
ENSGALG00010000673			0.016393443	0.038502324	1.771091	1.771091	1.5524114	1.771091	1.5899612	1.16047	-1.4381789	0.025457265	6.96E-04	0.058622997	0.2543153	0.29882455		
ENSGALG00010000702			0.026923077	0.058593173	-2.21484	2.21484	-1.5487391	-1.0268776	-1.3572302	-1.316017	-2.21484	0.12709463	0.93991405	0.35243383	0.44346005	0.1382432		
ENSGALG00010000711			0.004	0.013045573	-2.3819818	2.3819818	1.9066554	1.4551398	1.5209999	-1.3931109	-2.3819818	4.21E-05	0.03651692	0.07154492	0.055187423	0.046160243	100	300
ENSGALG00010000724			0.003663004	0.013045573	-2.4009223	2.4009223	-2.2680914	-2.4009223	-1.800164	-2.125405	-2.3683553	1.36E-04	0.0593923	0.010307903	8.99E-04	0.015381532	0	0.1
ENSGALG00010000729			0.003676471	0.013045573	-7.804498	7.804498	-4.9804053	-5.5383735	-4.584556	-5.074335	-7.804498	0.01217625	0.004661144	2.74E-08	0.007725571	0.003866687	0	0.1
ENSGALG00010000739			0.008298755	0.021893815	-1.5749748	1.5749748	1.4515563	1.1243262	1.3622838	1.0794064	-1.5749748	0.06394789	0.51250786	0.08250827	0.8271001	0.3340622		
ENSGALG00010000741			0.00390625	0.013045573	-2.4935417	2.4935417	-1.3376062	-1.3210895	-1.2643694	-1.3661958	-2.4935417	7.55E-06	0.13266003	2.65E-04	2.00E-06	0.009739052	100	300
ENSGALG00010000742			0.012605042	0.030817298	2.86877	2.86877	-1.290037	1.2144635	1.7302583	1.9830959	2.86877	0.37529153	0.6896644	0.409361	0.22217178	0.12046029		
ENSGALG00010000757			0.031620553	0.067178432	5.742707	5.742707	3.387721	3.3210557	5.742707	3.1892905	1.1263585	0.08248203	0.04110319	0.004901564	7.69E-04	0.8235772	0.1	1
ENSGALG00010000763			0.003937008	0.013045573	2.546523	2.546523	1.3610637	1.2833132	1.4675868	1.2269013	2.546523	0.21688266	0.09449169	0.007190134	0.044525035	0.001905557	100	300
ENSGALG00010000764			0.003846154	0.013045573	3.4388914	3.4388914	1.5040352	1.8650922	1.8955246	1.534684	3.4388914	0.008775061	0.060502484	0.02843497	0.121098585	3.84E-04	100	300
ENSGALG00010000768			0.026200873	0.057280059	2.1465616	2.1465616	1.0628656	-1.1579689	1.1129482	-1.1579689	2.1465616	0.80391234	0.083243296	0.7201293	0.083243296	0.24779265		
ENSGALG00010000771			0.003921569	0.013045573	2.2692614	2.2692614	1.2083863	1.2061127	1.3156478	2.2102213	2.2692614	0.14994054	0.13148938	0.15774487	0.026075147	2.92E-08	10	100
ENSGALG00010000789			0.003610108	0.013045573	-8.482933	8.482933	-8.482933	-3.468451	-4.813783	-6.607409	-2.527064	0.006326021	0.014220513	0.011982007	0.008227415	0.002473483	0	0.1
ENSGALG00010000791			0.007326007	0.021040581	-3.4099844	3.4099844	-2.2732904	-1.9514546	-3.331707	-2.5695164	-3.4099844	9.53E-05	0.24438523	0.018455146	0.049419295	0.011188015	0	0.1
ENSGALG00010000792			0.014285714	0.0345842	2.0678093	2.0678093	1	1	1	1	2.0678093	NaN	NaN	NaN	NaN	0.21779759		
ENSGALG00010000797			0.003597122	0.013045573	1.6628256	1.6628256	1.4876354	1.4936441	1.6087177	1.5297325	1.6628256	1.81E-04	1.03E-04	6.22E-05	0.007859843	0.005833024		
ENSGALG00010000800			0.004385965	0.013045573	-2.187891	2.187891	-1.1485559	-1.1284195	-1.2829918	-1.3097516	-2.187891	0.23642339	0.3977362	3.15E-05	1.74E-06	0.15624678		
ENSGALG00010000802			0.035433071	0.074022062	-1.8059237	1.8059237	1.0196731	1.0494431	-1.2701057	-1.8059237	-1.5150924	0.89801985	0.79183507	0.107913814	0.03052341	0.06967148		
ENSGALG00010000808			0.048951049	0.097316583	-2.0975816	2.0975816	-1.3695107	1.069757	-1.0838172	-1.2365977	-2.0975816	0.5444933	0.8155611	0.83851534	0.5508144	1.47E-04	100	300
ENSGALG00010000813			0.028985507	0.06239149	-2.1057158	2.1057158	-1.7063746	-1.4146256	-1.7280246	-2.1057158	-1.6722975	0.10099195	0.22235645	0.08144383	1.09E-04	0.135439	10	100
ENSGALG00010000816			0.003663004	0.013045573	-3.137098	3.137098	-3.137098	-1.7760112	-2.340229	-2.4060068	-1.3890954	2.87E-05	0.03798377	6.59E-05	0.03244655	0.45742902	0	0.1
ENSGALG00010000818			0.011111111	0.02829884	1.6467887	1.6467887	1.6467887	1.3867354	1.4253086	1.6164092	1.223443	0.005783662	0.001069175	0.10811005	6.69E-06	0.37849605		
ENSGALG00010000820			0.004	0.013045573	1.5153253	1.5153253	1.5153253	1.5083461	1.37856	-1.4255503	-1.3306365	0.122490056	2.56E-06	0.067123055	0.24004535	0.0838275		
ENSGALG00010000822			0.004098361	0.013045573	-3.9364583	3.9364583	1.2422725	1.2938486	1.2125713	-1.8488451	-3.9364583	0.01828354	1.81E-06	0.011978156	0.111068994	0.003620446	100	300
ENSGALG00010000843			0.007518797	0.02129295	-1.5335951	1.5335951	1.0131186	-1.1924282	-1.364059	-1.5335951	-1.0685307	0.83417994	7.14E-05	0.020103052	0.009563502	0.48150614		
ENSGALG00010000853			0.003787879	0.013045573	-18.540354	18.540354	-6.9622674	-9.591506	-9.693096	-9.194295	-18.540354	0.020969128	0.06701794	0.0389366	0.003644359	0.004142283	0	0.1
ENSGALG00010000859			0.036144578	0.075239416	-2.081113	2.081113	-1.8893836	-2.081113	-1.776914	-1.3138227	1.0926913	0.05276371	0.0632703	0.15572816	0.07912552	0.4733961		
ENSGALG00010000895			0.004081633	0.013045573	11.210169	11.210169	1.3117597	1.7165065	1.2868336	1.4990804	11.210169	0.46408504	0.31935713	0.49082637	0.4414345	0.001370101	100	300
ENSGALG00010000896			0.007843137	0.021543765	2.755229	2.755229	1.2786702	2.1301749	2.0031228	2.755229	2.2095277	0.4369857	0.001031737	0.001736443	0.022000149	0.006353657	0.1	1
ENSGALG00010000901			0.004081633	0.013045573	2.8936307	2.8936307	1.4446087	1.1416687	1.4740806	-1.3393568	2.8936307	0.022765348	0.5647058	0.001889688	0.5289853	9.21E-04	100	300
ENSGALG00010000911			0.03652968	0.075918103	-7.4256377	7.4256377	1.112483	-1.1212698	-2.957713	-1.379648	-7.4256377	0.58437616	0.66803676	0.50458354	0.08461601	0.15115908		
ENSGALG00010000971			0.01509434	0.036254998	-3.2169936	3.2169936	-1.6719304	-1.1891658	-1.9915231	-2.0725968	-3.2169936	0.16634707	0.3676118	0.33495364	0.032420415	0.026167862	10	100
ENSGALG00010000987			0.003636364	0.013045573	-1.6805182	1.6805182	-1.6805182	-1.6805182	-1.3039813	-1.6805182	-1.6805182	0.001083477	0.001083477	0.41636318	0.001083477	0.001083477		
ENSGALG00010001001			0.011811024	0.029382779	1.8277481	1.8277481	1.2340289	1.2270861	1	1	1.8277481	0.42264974	0.42264974	NaN	NaN	0.20122612		
ENSGALG00010001032			0.003597122	0.013045573	15.984402	15.984402	15.984402	14.367761	4.298115	13.863147	2.1307952	6.27E-10	2.11E-09	0.35058054	1.32E-09	0.5222031	0	0.1
ENSGALG00010001050			0.011764706	0.02930158	2.3897686	2.3897686	2.0549684	1.8696529	1.0106735	1.9225818	2.3897686	0.1956978	0.001819375	0.98065317	0.10049764	0.036884733	100	300
ENSGALG00010001059			0.004166667	0.013045573	2.6724308	2.6724308	1.1993502	1.2266055	1.2934846	1.1495074	2.6724308	0.49197498	0.0910326	0.091307305	0.6375447	0.001060833	100	300
